Lead Gene name	Lead Protein ID	Lead Protein name	Mol. weight [kDa]	Sequence length (AA)	Total MS/MS Count	Organellar profiles in how many maps?	Compartment Prediction	Prediction Confidence	Prediction Score	Sub compart-ment Prediction	Cytosolic Pool	Non-cytosolic pool1 	Global classifier2	Estimated Copy number per cell	Copy number Abundance Percentile	Median cellular con-centration [nM]	 Contribution to cell protein mass [ppm]
CAMK2G	Q13555-7	Calcium/calmodulin-dependent protein kinase type II subunit gamma	59.8	533	15	0					0%	100%	Mostly Organellar	2,162	5.2	1.3	0.4
CAMKK1	Q8N5S9	Calcium/calmodulin-dependent protein kinase kinase 1	55.7	505	98	0					99%	1%	Mostly Cytosolic	71,811	47.4	44.4	12.4
CAMKK2	Q96RR4	Calcium/calmodulin-dependent protein kinase kinase 2	64.7	588	44	0					100%	0%	Mostly Cytosolic	19,470	27.2	12.0	3.9
CAMKMT	Q7Z624	Calmodulin-lysine N-methyltransferase	36.1	323	5	0					100%	0%	Mostly Cytosolic	5,058	11.6	3.1	0.6
CAPN1	P07384	Calpain-1 catalytic subunit	81.9	714	317	0					98%	2%	Mostly Cytosolic	313,762	71.3	194.1	79.9
CAPN15	O75808	Calpain-15	117.3	1086	30	0					82%	18%	Organellar and Cytosolic	8,069	16.3	5.0	2.9
CARD10	Q9BWT7	Caspase recruitment domain-containing protein 10	115.9	1032	21	0					79%	21%	Organellar and Cytosolic	1,304	2.5	0.8	0.5
CARD14	Q9BXL6	Caspase recruitment domain-containing protein 14	113.3	1004	122	0					99%	1%	Mostly Cytosolic	34,654	35.7	21.4	12.2
CARS	P49589-2	Cysteine--tRNA ligase, cytoplasmic	82.8	726	8	0					100%	0%	Mostly Cytosolic	5,311	12.1	3.3	1.4
CASP1	P29466	Caspase-1	45.2	404	29	0					100%	0%	Mostly Cytosolic	15,397	24.1	9.5	2.2
CASP10	Q92851	Caspase-10	59.0	521	23	0					99%	1%	Mostly Cytosolic	5,194	11.9	3.2	1.0
CASP2	P42575	Caspase-2	50.7	452	157	0					98%	2%	Mostly Cytosolic	147,226	59.2	91.1	23.2
CASP3	P42574	Caspase-3	31.6	277	122	0					99%	1%	Mostly Cytosolic	215,885	65.3	133.6	21.2
CASP4	P49662	Caspase-4	43.3	377	48	0					100%	0%	Mostly Cytosolic	29,189	33.2	18.1	3.9
CASP6	P55212	Caspase-6	33.3	293	59	0					87%	13%	Mostly Cytosolic	112,255	55.2	69.4	11.6
CASP7	P55210	Caspase-7	34.3	303	120	0					99%	1%	Mostly Cytosolic	221,314	65.7	136.9	23.6
CASP8	Q14790-9	Caspase-8	61.8	538	202	0					87%	13%	Mostly Cytosolic	154,449	60.0	95.5	29.7
CASP8AP2	Q9UKL3	CASP8-associated protein 2	222.7	1982	58	0					8%	92%	Mostly Nuclear	4,641	10.9	2.9	3.2
CASP9	P55211	Caspase-9	46.3	416	33	0					99%	1%	Mostly Cytosolic	47,441	40.5	29.3	6.8
CASZ1	Q86V15	Zinc finger protein castor homolog 1	190.1	1759	22	0					63%	37%	Nuclear and Cytosolic	1,985	4.7	1.2	1.2
CBFB	Q13951-2	Core-binding factor subunit beta	22.0	187	203	0					93%	7%	Mostly Cytosolic	843,669	84.2	521.9	57.7
CBFB	Q13951	Core-binding factor subunit beta	21.5	182	28	0					84%	16%	Broad distribution	147,314	59.2	91.1	9.9
CBL	P22681	E3 ubiquitin-protein ligase CBL	99.6	906	105	0					94%	6%	Mostly Cytosolic	48,744	41.0	30.2	15.1
CBLL1	Q75N03	E3 ubiquitin-protein ligase Hakai	54.5	491	108	0					6%	94%	Mostly Nuclear	60,223	44.4	37.3	10.2
CBR3	O75828	Carbonyl reductase [NADPH] 3	30.9	277	178	0					97%	3%	Mostly Cytosolic	528,702	78.4	327.1	50.7
CBWD2	Q8IUF1	COBW domain-containing protein 2	44.0	395	83	0					100%	0%	Mostly Cytosolic	90,671	51.5	56.1	12.4
CBX1	P83916	Chromobox protein homolog 1	21.4	185	187	0					43%	57%	Nuclear and Cytosolic	742,820	82.9	459.5	49.5
CBX2	Q14781	Chromobox protein homolog 2	56.1	532	83	0					3%	97%	Mostly Nuclear	46,053	40.1	28.5	8.0
CBX6	O95503	Chromobox protein homolog 6	43.9	412	31	0					0%	100%	Mostly Nuclear	18,360	26.4	11.4	2.5
CC2D1B	Q5T0F9-2	Coiled-coil and C2 domain-containing protein 1B	93.6	852	91	0					83%	17%	Broad distribution	36,411	36.5	22.5	10.6
CC2D2A	Q9P2K1	Coiled-coil and C2 domain-containing protein 2A	186.2	1620	19	0					0%	100%	Mostly Organellar	511	0.5	0.3	0.3
CCBL1	Q16773	Kynurenine--oxoglutarate transaminase 1	47.9	422	101	0					88%	12%	Mostly Cytosolic	70,987	47.2	43.9	10.6
CCDC101	Q96ES7	SAGA-associated factor 29 homolog	33.2	293	70	0					8%	92%	Mostly Nuclear	66,336	45.9	41.0	6.9
CCDC102A	Q96A19	Coiled-coil domain-containing protein 102A	62.6	550	60	0					51%	49%	Nuclear and Cytosolic	46,825	40.4	29.0	9.1
CCDC109B	Q9NWR8	Calcium uniporter regulatory subunit MCUb, mitochondrial	39.1	336	158	0					0%	100%	Mostly Organellar	15,243	23.9	9.4	1.9
CCDC117	Q8IWD4	Coiled-coil domain-containing protein 117	30.5	279	21	0					100%	0%	Mostly Cytosolic	38,921	37.7	24.1	3.7
CCDC120	Q96HB5	Coiled-coil domain-containing protein 120	67.6	630	8	0					0%	100%	Mostly Organellar	1,521	3.2	0.9	0.3
CCDC130	P13994	Coiled-coil domain-containing protein 130	44.8	396	19	0					24%	76%	Nuclear and Cytosolic	7,479	15.4	4.6	1.0
CCDC14	Q49A88	Coiled-coil domain-containing protein 14	106.3	953	61	0					25%	75%	Organellar and Cytosolic	2,557	6.4	1.6	0.8
CCDC167	Q9P0B6	Coiled-coil domain-containing protein 167	11.5	97	62	0					0%	100%	Mostly Organellar	110,730	55.0	68.5	3.9
CCDC174	Q6PII3	Coiled-coil domain-containing protein 174	54.0	467	19	0					9%	91%	Broad distribution	9,095	17.7	5.6	1.5
CCDC28A	Q8IWP9	Coiled-coil domain-containing protein 28A	30.4	274	7	0					0%	100%	Mostly Organellar	2,078	5.0	1.3	0.2
CCDC34	Q96HJ3	Coiled-coil domain-containing protein 34	43.2	373	23	0					0%	100%	Mostly Organellar	2,538	6.3	1.6	0.3
CCDC61	Q9Y6R9	Coiled-coil domain-containing protein 61	57.4	512	10	0					22%	78%	Organellar and Cytosolic	2,882	7.2	1.8	0.5
CCDC71	Q8IV32	Coiled-coil domain-containing protein 71	49.6	467	21	0					0%	100%	Mostly Nuclear	5,406	12.3	3.3	0.8
CCDC71L	Q8N9Z2	Coiled-coil domain-containing protein 71L	26.3	235	39	0					0%	100%	Mostly Nuclear	81,790	49.7	50.6	6.7
CCDC77	Q9BR77	Coiled-coil domain-containing protein 77	57.5	488	36	0					0%	100%	Mostly Organellar	5,155	11.8	3.2	0.9
CCDC82	Q8N4S0	Coiled-coil domain-containing protein 82	64.0	544	33	0					93%	7%	Mostly Cytosolic	9,002	17.5	5.6	1.8
CCDC88C	Q9P219	Protein Daple	228.2	2028	77	0					40%	60%	Organellar and Cytosolic	2,005	4.7	1.2	1.4
CCDC91	Q7Z6B0	Coiled-coil domain-containing protein 91	50.0	441	65	0					100%	0%	Mostly Cytosolic	59,294	44.2	36.7	9.2
CCDC94	Q9BW85	Coiled-coil domain-containing protein 94	37.1	323	173	0					83%	17%	Nuclear and Cytosolic	165,336	61.1	102.3	19.1
CCDC97	Q96F63	Coiled-coil domain-containing protein 97	38.9	343	99	0					94%	6%	Mostly Cytosolic	113,342	55.4	70.1	13.7
CCHCR1	Q8TD31	Coiled-coil alpha-helical rod protein 1	88.7	782	15	0					28%	72%	Organellar and Cytosolic	11,005	20.0	6.8	3.0
CCM2	Q9BSQ5	Cerebral cavernous malformations 2 protein	48.8	444	11	0					0%	100%	Mostly Organellar	1,019	1.8	0.6	0.2
CCNC	P24863	Cyclin-C	33.2	283	40	0					0%	100%	Mostly Nuclear	62,263	44.9	38.5	6.4
CCND1	P24385	G1/S-specific cyclin-D1	33.7	295	19	0					100%	0%	Mostly Cytosolic	13,981	22.8	8.6	1.5
CCND3	P30281	G1/S-specific cyclin-D3	32.5	292	42	0					93%	7%	Mostly Cytosolic	8,282	16.6	5.1	0.8
CCNDBP1	O95273	Cyclin-D1-binding protein 1	40.3	360	19	0					100%	0%	Mostly Cytosolic	9,370	18.1	5.8	1.2
CCNE2	O96020	G1/S-specific cyclin-E2	46.8	404	32	0					0%	100%	Mostly Nuclear	13,227	22.1	8.2	1.9
CCNF	P41002	Cyclin-F	87.6	786	5	0					54%	46%	Nuclear and Cytosolic	1,429	2.9	0.9	0.4
CCNL1	Q9UK58	Cyclin-L1	59.6	526	49	0					51%	49%	Nuclear and Cytosolic	20,213	27.6	12.5	3.7
CCNL2	Q96S94	Cyclin-L2	58.1	520	17	0					88%	12%	Mostly Cytosolic	9,263	17.9	5.7	1.7
CCNT2	O60583	Cyclin-T2	81.0	730	95	0					39%	61%	Nuclear and Cytosolic	12,817	21.7	7.9	3.2
CCNY	Q8ND76	Cyclin-Y	39.3	341	124	0					0%	100%	Mostly Organellar	10,941	19.9	6.8	1.3
CCP110	O43303	Centriolar coiled-coil protein of 110 kDa	113.4	1012	14	0					90%	10%	Mostly Cytosolic	1,904	4.5	1.2	0.7
CCRN4L	Q9UK39	Nocturnin	48.2	431	168	0					53%	47%	Organellar and Cytosolic	24,677	30.6	15.3	3.7
CCS	O14618	Copper chaperone for superoxide dismutase	29.0	274	74	0					96%	4%	Mostly Cytosolic	224,485	66.0	138.9	20.3
CCSAP	Q6IQ19	Centriole, cilia and spindle-associated protein	30.2	270	6	0					0%	100%	Mostly Organellar	849	1.3	0.5	0.1
CCSMST1	Q4G0I0	Protein CCSMST1	15.0	132	198	0					0%	100%	Mostly Organellar	76,503	48.6	47.3	3.6
CD164	Q04900	Sialomucin core protein 24	20.9	197	22	0					0%	100%	Mostly Organellar	5,627	12.7	3.5	0.4
CD82	P27701	CD82 antigen	29.6	267	65	0					0%	100%	Mostly Organellar	21,605	28.7	13.4	2.0
CDA	P32320	Cytidine deaminase	16.2	146	64	0					99%	1%	Mostly Cytosolic	274,160	69.1	169.6	13.8
CDAN1	Q8IWY9	Codanin-1	134.1	1227	42	0					90%	10%	Mostly Cytosolic	9,988	18.9	6.2	4.2
CDC25B	P30305-4	M-phase inducer phosphatase 2	67.2	601	57	0					100%	0%	Mostly Cytosolic	25,248	30.9	15.6	5.3
CDC25C	P30307	M-phase inducer phosphatase 3	53.4	473	27	0					95%	5%	Mostly Cytosolic	16,092	24.7	10.0	2.7
CDC26	Q8NHZ8	Anaphase-promoting complex subunit CDC26	9.8	85	41	0					19%	81%	Nuclear and Cytosolic	245,659	67.5	152.0	7.5
CDC34	P49427	Ubiquitin-conjugating enzyme E2 R1	26.7	236	86	0					99%	1%	Mostly Cytosolic	259,666	68.3	160.6	21.6
CDC37L1	Q7L3B6	Hsp90 co-chaperone Cdc37-like 1	38.8	337	70	0					100%	0%	Mostly Cytosolic	99,378	53.2	61.5	12.0
CDC42EP2	O14613	Cdc42 effector protein 2	22.5	210	8	0					90%	10%	Mostly Cytosolic	11,618	20.7	7.2	0.8
CDCA2	Q69YH5	Cell division cycle-associated protein 2	112.7	1023	247	0					0%	100%	Mostly Nuclear	53,391	42.5	33.0	18.7
CDCA5	Q96FF9	Sororin	27.6	252	57	0					0%	100%	Mostly Nuclear	55,215	43.1	34.2	4.7
CDCA7	Q9BWT1	Cell division cycle-associated protein 7	42.6	371	41	0					0%	100%	Mostly Nuclear	14,968	23.6	9.3	2.0
CDCA7L	Q96GN5	Cell division cycle-associated 7-like protein	52.2	454	60	0					0%	100%	Mostly Nuclear	54,916	42.9	34.0	8.9
CDK10	Q15131	Cyclin-dependent kinase 10	41.0	360	7	0					0%	100%	Mostly Nuclear	2,249	5.5	1.4	0.3
CDK11A	Q9UQ88	Cyclin-dependent kinase 11A	91.4	783	5	0					82%	18%	Nuclear and Cytosolic	4,849	11.3	3.0	1.4
CDK18	Q07002	Cyclin-dependent kinase 18	54.2	472	8	0					93%	7%	Mostly Cytosolic	5,367	12.2	3.3	0.9
CDK19	Q9BWU1	Cyclin-dependent kinase 19	56.8	502	63	0					5%	95%	Mostly Nuclear	20,723	28.0	12.8	3.7
CDK2AP1	O14519-2	Cyclin-dependent kinase 2-associated protein 1	9.6	87	59	0					0%	100%	Mostly Nuclear	363,680	73.4	225.0	10.9
CDK6	Q00534	Cyclin-dependent kinase 6	36.9	326	85	0					98%	2%	Mostly Cytosolic	140,562	58.6	87.0	16.1
CDK8	P49336	Cyclin-dependent kinase 8	53.3	464	28	0					33%	67%	Nuclear and Cytosolic	18,824	26.7	11.6	3.1
CDKL5	O76039-2	Cyclin-dependent kinase-like 5	107.5	960	30	0					3%	97%	Mostly Organellar	1,342	2.6	0.8	0.4
CDKN1B	P46527	Cyclin-dependent kinase inhibitor 1B	22.1	198	23	0					73%	27%	Nuclear and Cytosolic	23,469	29.9	14.5	1.6
CDKN2A	Q8N726	Tumor suppressor ARF	13.9	132	46	0					4%	96%	Broad distribution	56,605	43.4	35.0	2.4
CDKN2AIPNL	Q96HQ2	CDKN2AIP N-terminal-like protein	13.2	116	18	0					29%	71%	Nuclear and Cytosolic	27,852	32.4	17.2	1.1
CDPF1	Q6NVV7	Cysteine-rich DPF motif domain-containing protein 1	13.9	123	69	0					28%	72%	Broad distribution	43,951	39.3	27.2	1.9
CDR2	Q01850	Cerebellar degeneration-related protein 2	51.9	454	24	0					77%	23%	Broad distribution	5,168	11.8	3.2	0.8
CDR2L	Q86X02	Cerebellar degeneration-related protein 2-like	53.0	465	44	0					92%	8%	Mostly Cytosolic	27,929	32.5	17.3	4.6
CDYL	Q9Y232-2	Chromodomain Y-like protein	60.6	544	247	0					0%	100%	Mostly Nuclear	350,647	72.9	216.9	66.1
CDYL2	Q8N8U2	Chromodomain Y-like protein 2	56.5	506	68	0					0%	100%	Mostly Nuclear	45,110	39.8	27.9	7.9
CEBPA	P49715	CCAAT/enhancer-binding protein alpha	37.6	358	29	0					1%	99%	Mostly Nuclear	14,792	23.5	9.2	1.7
CEBPB	P17676	CCAAT/enhancer-binding protein beta	36.1	345	130	0					0%	100%	Mostly Nuclear	319,456	71.6	197.6	35.9
CEBPD	P49716	CCAAT/enhancer-binding protein delta	28.5	269	10	0					0%	100%	Mostly Nuclear	6,265	13.7	3.9	0.6
CEBPG	P53567	CCAAT/enhancer-binding protein gamma	16.4	150	25	0					0%	100%	Mostly Nuclear	105,706	54.3	65.4	5.4
CENPB	P07199	Major centromere autoantigen B	65.2	599	120	0					0%	100%	Mostly Nuclear	148,724	59.4	92.0	30.1
CENPC	Q03188	Centromere protein C	106.8	943	161	0					0%	100%	Mostly Nuclear	53,208	42.4	32.9	17.7
CENPH	Q9H3R5	Centromere protein H	28.5	247	116	0					56%	44%	Nuclear and Cytosolic	193,466	63.6	119.7	17.1
CENPI	Q92674	Centromere protein I	86.7	756	61	0					1%	99%	Mostly Nuclear	17,759	25.9	11.0	4.8
CENPJ	Q9HC77	Centromere protein J	153.0	1338	8	0					27%	73%	Organellar and Cytosolic	203	0.0	0.1	0.1
CENPK	Q9BS16	Centromere protein K	31.7	269	38	0					36%	64%	Nuclear and Cytosolic	39,738	38.0	24.6	3.9
CENPL	Q8N0S6	Centromere protein L	39.0	344	40	0					0%	100%	Mostly Nuclear	26,724	31.8	16.5	3.2
CENPM	Q9NSP4	Centromere protein M	19.7	180	51	0					64%	36%	Nuclear and Cytosolic	132,692	57.6	82.1	8.1
CENPN	Q96H22	Centromere protein N	39.6	339	58	0					0%	100%	Mostly Nuclear	30,050	33.7	18.6	3.7
CENPO	Q9BU64	Centromere protein O	33.8	300	17	0					0%	100%	Mostly Nuclear	9,485	18.3	5.9	1.0
CENPP	Q6IPU0	Centromere protein P	33.2	288	18	0					0%	100%	Mostly Nuclear	15,192	23.8	9.4	1.6
CENPQ	Q7L2Z9	Centromere protein Q	30.6	268	28	0					0%	100%	Mostly Nuclear	18,185	26.2	11.2	1.7
CENPT	Q96BT3	Centromere protein T	60.4	561	43	0					7%	93%	Mostly Nuclear	18,635	26.6	11.5	3.5
CENPU	Q71F23	Centromere protein U	47.5	418	87	0					1%	99%	Mostly Nuclear	32,966	34.9	20.4	4.9
CENPV	Q7Z7K6	Centromere protein V	29.9	275	197	0					0%	100%	Mostly Nuclear	720,676	82.4	445.8	67.1
CENPW	Q5EE01	Centromere protein W	10.1	88	5	0					0%	100%	Mostly Nuclear	28,937	33.1	17.9	0.9
CEP135	Q66GS9	Centrosomal protein of 135 kDa	133.5	1140	9	0					0%	100%	Mostly Organellar	315	0.1	0.2	0.1
CEP170B	Q9Y4F5	Centrosomal protein of 170 kDa protein B	171.7	1589	68	0					89%	11%	Mostly Cytosolic	7,077	14.9	4.4	3.8
CEP192	Q8TEP8-3	Centrosomal protein of 192 kDa	279.1	2537	120	0					65%	35%	Organellar and Cytosolic	5,991	13.2	3.7	5.2
CEP250	Q9BV73	Centrosome-associated protein CEP250	281.1	2442	157	0					95%	5%	Mostly Cytosolic	12,299	21.4	7.6	10.7
CEP295	Q9C0D2	Centrosomal protein of 295 kDa	295.2	2601	81	0					56%	44%	Organellar and Cytosolic	5,756	12.8	3.6	5.3
CEP57L1	Q8IYX8	Centrosomal protein CEP57L1	53.6	460	5	0					28%	72%	Organellar and Cytosolic	1,353	2.6	0.8	0.2
CEP63	Q96MT8-3	Centrosomal protein of 63 kDa	57.9	495	31	0					27%	73%	Organellar and Cytosolic	4,944	11.5	3.1	0.9
CEP68	Q76N32	Centrosomal protein of 68 kDa	81.1	757	7	0					0%	100%	Mostly Organellar	1,229	2.3	0.8	0.3
CEP76	Q8TAP6	Centrosomal protein of 76 kDa	74.4	659	15	0					88%	12%	Mostly Cytosolic	2,040	4.9	1.3	0.5
CEP78	Q5JTW2-2	Centrosomal protein of 78 kDa	80.1	722	135	0					82%	18%	Broad distribution	37,661	37.0	23.3	9.4
CEP83	Q9Y592	Centrosomal protein of 83 kDa	82.1	693	9	0					73%	27%	Broad distribution	2,207	5.3	1.4	0.6
CEP97	Q8IW35	Centrosomal protein of 97 kDa	97.0	865	189	0					96%	4%	Mostly Cytosolic	89,208	51.3	55.2	26.9
CERCAM	Q5T4B2	Probable inactive glycosyltransferase 25 family member 3	67.6	595	112	0					0%	100%	Mostly Organellar	6,992	14.8	4.3	1.5
CES1	P23141-3	Liver carboxylesterase 1	62.4	566	4	0					0%	100%	Mostly Organellar	657	0.8	0.4	0.1
CES2	O00748	Cocaine esterase	61.8	559	34	0					0%	100%	Mostly Organellar	2,080	5.0	1.3	0.4
CFAP36	Q96G28	Cilia- and flagella-associated protein 36	39.4	342	58	0					98%	2%	Mostly Cytosolic	75,385	48.4	46.6	9.2
CFD	P00746	Complement factor D	27.0	253	5	0					0%	100%	Mostly Organellar	2,033	4.8	1.3	0.2
CFDP1	Q9UEE9	Craniofacial development protein 1	33.6	299	180	0					95%	5%	Mostly Cytosolic	346,156	72.7	214.1	36.1
CGN	Q9P2M7	Cingulin	136.4	1197	280	0					75%	25%	Nuclear and Cytosolic	35,571	36.1	22.0	15.1
CGRRF1	Q99675	Cell growth regulator with RING finger domain protein 1	38.2	332	10	0					0%	100%	Mostly Organellar	960	1.6	0.6	0.1
CHAC1	Q9BUX1	Glutathione-specific gamma-glutamylcyclotransferase 1	28.7	264	5	0					100%	0%	Mostly Cytosolic	6,519	14.1	4.0	0.6
CHAC2	Q8WUX2	Putative glutathione-specific gamma-glutamylcyclotransferase 2	20.9	184	65	0					99%	1%	Mostly Cytosolic	212,440	65.0	131.4	13.8
CHAMP1	Q96JM3	Chromosome alignment-maintaining phosphoprotein 1	89.1	812	536	0					2%	98%	Mostly Nuclear	363,484	73.4	224.9	100.7
CHCHD10	Q8WYQ3	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	14.1	142	183	0					44%	56%	Organellar and Cytosolic	171,527	61.7	106.1	7.5
CHCHD7	Q9BUK0-4	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	13.0	110	10	0					12%	88%	Mostly Organellar	6,129	13.4	3.8	0.2
CHD1	O14646	Chromodomain-helicase-DNA-binding protein 1	196.7	1710	597	0					25%	75%	Nuclear and Cytosolic	162,279	60.8	100.4	99.2
CHD2	O14647	Chromodomain-helicase-DNA-binding protein 2	211.3	1828	261	0					0%	100%	Mostly Nuclear	53,245	42.4	32.9	35.0
CHD3	Q12873	Chromodomain-helicase-DNA-binding protein 3	226.6	2000	514	0					17%	83%	Nuclear and Cytosolic	136,706	58.1	84.6	96.3
CHD6	Q8TD26	Chromodomain-helicase-DNA-binding protein 6	305.4	2715	127	0					1%	99%	Mostly Nuclear	8,311	16.6	5.1	7.9
CHD7	Q9P2D1	Chromodomain-helicase-DNA-binding protein 7	335.9	2997	516	0					0%	100%	Mostly Nuclear	60,294	44.4	37.3	63.0
CHD8	Q9HCK8	Chromodomain-helicase-DNA-binding protein 8	290.5	2581	469	0					0%	100%	Mostly Nuclear	62,453	45.0	38.6	56.4
CHD9	Q3L8U1	Chromodomain-helicase-DNA-binding protein 9	326.0	2897	168	0					10%	90%	Mostly Nuclear	17,335	25.5	10.7	17.6
CHDH	Q8NE62	Choline dehydrogenase, mitochondrial	65.4	594	100	0					0%	100%	Mostly Organellar	7,385	15.2	4.6	1.5
CHEK2	O96017	Serine/threonine-protein kinase Chk2	60.9	543	149	0					95%	5%	Mostly Cytosolic	122,766	56.5	75.9	23.2
CHKA	P35790	Choline kinase alpha	52.2	457	45	0					92%	8%	Mostly Cytosolic	18,817	26.7	11.6	3.1
CHKB	Q9Y259	Choline/ethanolamine kinase	45.3	395	16	0					100%	0%	Mostly Cytosolic	4,194	10.2	2.6	0.6
CHM	P24386	Rab proteins geranylgeranyltransferase component A 1	73.5	653	75	0					100%	0%	Mostly Cytosolic	44,312	39.4	27.4	10.1
CHML	P26374	Rab proteins geranylgeranyltransferase component A 2	74.1	656	196	0					99%	1%	Mostly Cytosolic	211,031	64.9	130.5	48.6
CHMP4C	Q96CF2	Charged multivesicular body protein 4c	26.4	233	35	0					75%	25%	Organellar and Cytosolic	20,395	27.8	12.6	1.7
CHMP7	Q8WUX9	Charged multivesicular body protein 7	50.9	453	78	0					96%	4%	Mostly Cytosolic	79,777	49.3	49.4	12.6
CHPF	Q8IZ52	Chondroitin sulfate synthase 2	85.5	775	60	0					0%	100%	Mostly Organellar	2,466	6.1	1.5	0.7
CHST12	Q9NRB3	Carbohydrate sulfotransferase 12	48.4	414	48	0					32%	68%	Organellar and Cytosolic	4,313	10.4	2.7	0.6
CHUK	O15111	Inhibitor of nuclear factor kappa-B kinase subunit alpha	84.6	745	163	0					100%	0%	Mostly Cytosolic	88,789	51.2	54.9	23.4
CHURC1	Q8WUH1	Protein Churchill	16.1	139	40	0					99%	1%	Mostly Cytosolic	215,080	65.2	133.1	10.8
CIC	Q96RK0	Protein capicua homolog	163.8	1608	72	0					14%	86%	Mostly Nuclear	9,441	18.2	5.8	4.8
CINP	Q9BW66	Cyclin-dependent kinase 2-interacting protein	24.3	212	119	0					67%	33%	Organellar and Cytosolic	49,653	41.3	30.7	3.8
CIR1	Q86X95	Corepressor interacting with RBPJ 1	52.3	450	94	0					1%	99%	Mostly Nuclear	22,566	29.4	14.0	3.7
CIZ1	Q9ULV3	Cip1-interacting zinc finger protein	100.0	898	158	0					1%	99%	Mostly Nuclear	56,876	43.5	35.2	17.7
CLASRP	Q8N2M8	CLK4-associating serine/arginine rich protein	77.2	674	53	0					50%	50%	Nuclear and Cytosolic	14,652	23.3	9.1	3.5
CLCN2	P51788	Chloride channel protein 2	98.5	898	20	0					0%	100%	Mostly Organellar	1,522	3.2	0.9	0.5
CLCN5	P51795-2	H(+)/Cl(-) exchange transporter 5	90.8	816	36	0					0%	100%	Mostly Organellar	492	0.5	0.3	0.1
CLCN6	P51797	Chloride transport protein 6	97.3	869	7	0					0%	100%	Mostly Organellar	556	0.6	0.3	0.2
CLDN12	P56749	Claudin-12	27.1	244	42	0					0%	100%	Mostly Organellar	7,259	15.1	4.5	0.6
CLGN	O14967	Calmegin	70.0	610	29	0					0%	100%	Mostly Organellar	2,566	6.4	1.6	0.6
CLIC3	O95833	Chloride intracellular channel protein 3	26.6	236	41	0					98%	2%	Mostly Cytosolic	41,792	38.6	25.9	3.5
CLINT1	Q14677	Clathrin interactor 1	68.3	625	39	0					90%	10%	Mostly Cytosolic	22,298	29.3	13.8	4.7
CLIP2	Q9UDT6	CAP-Gly domain-containing linker protein 2	115.8	1046	92	0					33%	67%	Organellar and Cytosolic	2,209	5.3	1.4	0.8
CLK1	P49759	Dual specificity protein kinase CLK1	57.3	484	60	0					0%	100%	Mostly Nuclear	33,427	35.2	20.7	6.0
CLK2	P49760	Dual specificity protein kinase CLK2	60.1	499	23	0					11%	89%	Mostly Nuclear	10,432	19.3	6.5	1.9
CLK4	Q9HAZ1	Dual specificity protein kinase CLK4	57.5	481	32	0					0%	100%	Mostly Nuclear	14,440	23.2	8.9	2.6
CLN8	Q9UBY8	Protein CLN8	32.8	286	6	0					0%	100%	Mostly Organellar	1,856	4.3	1.1	0.2
CLOCK	O15516	Circadian locomoter output cycles protein kaput	95.3	846	26	0					15%	85%	Broad distribution	5,449	12.4	3.4	1.6
CLSPN	Q9HAW4	Claspin	151.1	1339	114	0					86%	14%	Mostly Cytosolic	18,564	26.6	11.5	8.7
CMC4	P56277	Cx9C motif-containing protein 4	7.7	68	66	0					63%	37%	Organellar and Cytosolic	124,294	56.6	76.9	3.0
CMIP	Q8IY22	C-Maf-inducing protein	86.3	773	80	0					94%	6%	Mostly Cytosolic	40,957	38.3	25.3	11.0
CMTM6	Q9NX76	CKLF-like MARVEL transmembrane domain-containing protein 6	20.4	183	63	0					0%	100%	Mostly Organellar	33,360	35.1	20.6	2.1
CMTR2	Q8IYT2	Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 2	88.1	770	27	0					96%	4%	Mostly Cytosolic	6,618	14.2	4.1	1.8
CNOT1	A5YKK6-2	CCR4-NOT transcription complex subunit 1	266.4	2371	45	0					0%	100%	Mostly Organellar	230	0.1	0.1	0.2
CNST	Q6PJW8	Consortin	79.6	725	52	0					2%	98%	Mostly Organellar	3,690	9.0	2.3	0.9
CNTLN	Q9NXG0	Centlein	161.6	1405	25	0					80%	20%	Organellar and Cytosolic	1,369	2.7	0.8	0.7
COG8	Q96MW5	Conserved oligomeric Golgi complex subunit 8	68.4	612	108	0					94%	6%	Mostly Cytosolic	53,380	42.4	33.0	11.4
COL4A3BP	Q9Y5P4	Collagen type IV alpha-3-binding protein	70.8	624	98	0					99%	1%	Mostly Cytosolic	69,135	46.8	42.8	15.2
COL6A1	P12109	Collagen alpha-1(VI) chain	108.5	1028	35	0					83%	17%	Broad distribution	9,307	17.9	5.8	3.1
COL9A3	Q14050	Collagen alpha-3(IX) chain	63.6	684	14	0					100%	0%	Mostly Cytosolic	4,226	10.2	2.6	0.8
COMMD1	Q8N668	COMM domain-containing protein 1	21.2	190	38	0					89%	11%	Mostly Cytosolic	88,429	51.2	54.7	5.8
COMMD2	Q86X83	COMM domain-containing protein 2	22.7	199	86	0					96%	4%	Mostly Cytosolic	192,752	63.5	119.2	13.6
COMMD5	Q9GZQ3	COMM domain-containing protein 5	24.7	224	70	0					96%	4%	Mostly Cytosolic	171,929	61.8	106.4	13.2
COMMD6	Q7Z4G1	COMM domain-containing protein 6	9.6	85	97	0					95%	5%	Mostly Cytosolic	368,811	73.6	228.2	11.1
